P00001606T0076|14 50|alkaline phosphatases and 5-nucleotidase
P09353255A0159|81 100|FG-nucleoporin family
P09353296A0510|3 12|CNXA domain
P09353296A0510|46 75|Escherichia coli moaA gene product
P09353304A0732|58 62|Tiam1
P09353343A0919|0 14|RNA polymerase II
P09353343A0919|109 122|nuclear hnRNP A1
P09353343A0919|50 53|AUBP
P09353343A0919|85 102|cytoplasmic hnRNP A1
P09353343T0000|41 79|heterogeneous nuclear ribonucleoprotein A1
P09354644A0124|64 89|beta1,6-GlcNAc transferases
P09354676A1714|118 126|FGFR3 gene
P09354684A1158|24 30|Sp1 site
P09354757A1444|73 84|RNase H domain
P09358045A0000|28 61|Type I transforming growth factor-beta
P09358045A0000|63 70|TGF-beta
P09358069T0000|62 64|EPO
P09358069T0000|42 60|human erythropoietin
P09358837T0000|24 30|albumin
P09360422A0135|144 173|plasminogen activator-inhibitor
P09360422A0135|101 119|betathromboglobulin
P09360422A0135|82 95|thrombomodulin
P09360953A1057|131 133|Leu
P09360953A1057|145 157|PTH-1 receptor
P09360956A0840|69 75|Thr-233
P09360956A0840|108 112|c-Raf
P09360956A0840|56 67|CKIalpha site
P09361007A0922|1 25|DNase I-hypersensitive site
P09362480A0452|49 57|TB domains
P09364211A0319|41 43|E2F
P09364440A2206|43 57|FSH receptor gene
P09364750T0000|27 31|SUP35
P09365201A2018|82 90|aromatase
P09365272T0000|0 25|Xenopus Ran-binding protein 1
P09365431A0314|50 69|acetylcholinesterase
P09366517A0835|128 130|WT1
P09366517A1828|51 53|WT1
P09367392A0567|128 131|RNA3
P09367392A0567|67 70|RNA3
P09367676A0275|129 139|mouse TS mRNA
P09367676A1115|48 53|Tbxas1
P09368006A1332|32 40|NF-kappaB
P09368006A1332|113 117|E2F-1
P09368014A0740|3 17|lysozyme FEF site
P09368026A0435|70 87|luciferase reporter
P09368026A0435|33 36|Msx2
P09368026A0435|49 58|OC promoter
P09368026A0435|91 98|FGF2/FSK
P09368057A1083|41 43|SRF
P09368057A1083|152 154|SRF
P09368058A0969|150 152|CAK
P09368100A1354|3 27|mHIF-1 alpha structural gene
P09368190A1053|190 198|IFN-gamma
P09368190A1053|178 186|IFN-alpha
P09368190A1053|120 128|IFN-gamma
P09368419A0628|123 129|rd22BP1
P09368760A0665|0 8|Human PDK1
P09368760A0665|26 55|Drosophila protein kinase DSTPK61
P09369450A1358|43 44|GR
P09369450A1358|267 292|steroid receptor coactivator
P09369450A1358|115 123|HNF-1 site
P09369450A1358|28 36|HNF-1beta
P09369451A0693|84 104|myocyte enhancer factor
P09369451A0693|183 186|OP-1
P09369451A0693|33 48|AP-1 like sequence
P09369453A0273|27 37|Bcl-2 family
P09369482A0690|75 78|HNF4
P09369482A0690|59 67|HNF1alpha
P09369482A0690|118 127|G6Pase gene
P09370307A0093|142 167|MYB-like DNA binding proteins
P09371431A1172|83 100|thiCOGE gene cluster
P09371431T0000|60 87|symbiotic terminal oxidase cbb3
P09371431T0000|12 35|thiamin biosynthetic genes
P09371455A0000|40 51|lipase operon
P09371566A1384|73 81|SR protein
P09371566A1384|126 134|SR protein
P09371596T0000|90 115|nuclear receptor superfamily
P09371622A0779|89 108|lac operator sequences
P09371622A0779|18 28|IE1 peptides
P09371626A1345|121 123|VP2
P09371657A0165|68 78|E192A-E194A
P09371731A0627|41 57|eIF-2alpha kinases
P09372451T0000|92 111|integrin beta 1 subunit
P09372908A1068|139 153|Polycomb protein
P09372924A0758|120 132|hHR23 proteins
P09372924A0758|16 29|rhHR23 proteins
P09372937T0000|3 45|yeast silent information regulator Sir4p anchors
P09372950A1283|131 140|human U2 RNA
P09372960A0456|104 123|40S ribosomal subunits
P09372960A0456|40 51|fal1-1 mutant
P09372968A0532|49 53|Dlc-1
P09372968A0532|101 133|outer-arm dynein light-chain protein
P09372968A0996|55 65|kappaB alpha
P09372968A0996|112 116|Dlc-1
P09373155T0000|16 36|dynein heavy chain genes
P09373155T0000|95 112|axonemal dynein gene
P09374082A0504|169 177|PGF2alpha
P09374541T0000|24 46|E2F recognition sequences
P09374541T0000|52 79|human thymidine kinase promoter
P09377374A0000|69 71|VH B
P09380504A1255|3 11|ZnF20 cDNA
P09380507A0514|0 23|Glutathione S-transferase
P09380507A0514|95 102|E2F sites
P09380507A0514|25 27|GST
P09380507A0514|108 137|DNA polymerase alpha gene promoter
P09380697T0000|62 73|caveolin gene
P09381261A0970|28 30|EPO
P09382886A1061|122 124|p53
P09382886A1061|76 78|p53
P09382924A0131|228 232|PSMB5
P09382924A0131|69 77|IFN-gamma
P09382924A0131|126 131|PSMB10
P09382924A0131|113 116|LMP2
P09382924A0131|222 226|PSMB6
P09383156A0691|8 28|RNase E cleavage product
P09383156A0691|63 96|polynucleotide phosphorylase (PNPase
P09388198A1396|72 74|ERK
P09388198A1396|79 90|p38 MAP kinase
P09388198A1396|119 122|rhoB
P09388198A1396|180 183|rhoB
P09388198A1396|68 70|JNK
P09388199A0948|160 163|FadR
P09388199A0948|135 138|LexA
P09388246A0903|63 74|amphiphysin I
P09388271A1243|75 149|PKC or mitogen-activated protein kinase/extracellular signal-related kinase kinase
P09389137A0763|46 49|L2-4
P09389982A1383|101 111|prothrombin
P09390183A1027|45 67|human NMT peptide antibody
P09391173A0811|28 45|plastid ACCase genes
P09393771A1659|0 8|TNF-alpha
P09393875A0873|201 210|Fos protein
P09393875A0873|132 141|c-fos mRNAs
P09393966A0190|46 48|CHB
P09393966A0190|17 38|IgH constant region genes
P09395456A0424|73 107|recombinant bovine proenteropeptidase
P09395470A0294|0 11|CKbeta4GT-II
P09395470A0294|32 62|type II transmembrane glycoprotein
P09395525A0395|162 175|IGF-I promoter 1
P09396722A0185|39 67|ascorbate peroxidase isoenzymes
P09396796A1173|114 118|CDF-1
P09396796A1173|43 51|E2F family
P09396796A1173|122 124|E2F
P09396796A1173|31 35|CDF-1
P09396823T0000|23 51|Escherichia coli DNA polymerase I
P09397261A0940|0 12|Interleukin-1
P09398267A0440|104 107|MEK2
P09398332A0732|39 44|CTLA-4
P09398598A0256|78 88|CD4 fragment
P09398855A0438|132 138|p53 gene
P09398855A0438|248 250|p53
P09400613A0594|286 298|lacZ reporters
P09400613A0594|279 282|HIS3
P09400613A0594|14 21|mouse PKR
P09400613A1209|76 91|human PKR homologs
P09402088A2250|84 99|AVP gene precursor
P09402139A1121|33 57|phosphoenolpyruvate kinase
P09402139A1121|22 29|hIGFBP-1
P09402139A1121|101 107|insulin
P09402139A1121|59 63|PEPCK
P09402139A1121|208 214|IGFBP-1
P09405685A0113|50 52|p53
P09407026A0426|81 85|nuc-1
P09407031A0557|13 16|Crb2
P09407031A0557|135 138|Cdc2
P09407031A0557|99 108|Chk1 kinase
P09407031A0974|62 65|cut5
P09407031A0974|33 36|Chk1
P09407031A0974|69 79|crb2 mutants
P09407090T0000|29 37|human gene
P09408796A0648|38 49|WAIS-R factor
P09409774A0214|90 98|VCSA1 gene
P09409774A0214|111 140|prohormone-like polypeptide SMR1
P09409774A0214|148 156|VCSB1 gene
P09409821T0000|3 34|Saccharomyces cerevisiae RAD30 gene
P09413375A1486|51 54|IL-6
P09414287A0637|28 42|Sp1 binding sites
P09414319A1442|0 5|Y15170
P09414319A1442|29 34|Surf-3
P09414319A1442|7 12|Surf-2
P09414319A1442|36 41|Surf-1
P09414319A1442|61 66|Surf-5
P09414319A1442|43 48|Surf-6
P09414319A1442|14 19|Surf-4
P09415711A1348|121 134|alpha 1B-AR gene
P09416467A0959|48 50|ACE
P09417082A0127|40 56|urokinase receptor
P09417108A0000|9 21|Htf9-a/RanBP1
P09417108A0000|25 35|Htf9-c genes
P09417870A0105|39 52|protein kinase C
P09418040T0000|217 220|CHL H
P09418040T0000|224 228|CHL I.
P09418040T0000|39 54|Chl D cDNA sequence
P09418040T0000|201 215|recombinant CHL D
P09418861A0623|84 94|n-chimaerin
P09418861A0623|107 130|pleckstrin homology domain
P09418861A0623|67 80|protein kinase C
P09418871A0620|27 30|E2F1
P09418882A0760|92 98|U1 snRNA
P09418882A0760|63 68|Prp42p
P09418905A1396|61 63|Ras
P09418905A1396|186 188|PKC
P09418905A1396|110 112|EGF
P09419421A0385|46 49|TKC1
P09420219A0284|112 134|human beta-actin minigene
P09420234A0654|0 7|MpB GroEL
P09420234A0654|87 105|chaperonin-60 family
P09420239A1937|165 172|Sp1 sites
P09420239A1937|90 107|Nef coding sequences
P09420252A0092|150 156|env gene
P09420275A0682|31 34|CBF2
P09420275A1111|45 49|LMP-1
P09420275A1111|51 55|LMP-2
P09420275A1111|26 29|CBF2
P09420275A1111|60 72|CD23 promoters
P09421507A0000|3 17|SR protein family
P09421511A0827|59 72|RNA-polymerase
P09421511A0827|167 179|telomerase RNA
P09421511A0827|86 112|telomerase RNA-gene promoters
P09421516A1516|137 151|beta-globin mRNA
P09421516A1516|23 37|beta-globin mRNA
P09421521T0000|88 104|CCE1 homologue YDC2
P09422351A0000|5 39|calmodulin-dependent protein kinase II
P09422351A0000|41 46|CaMK II
P09422727A0196|161 164|CREB
P09422727A0196|67 80|protein kinase A
P09422727A0196|143 159|CRE binding protein
P09422727A0196|201 205|ATF-2
P09423310A0251|120 150|CD34 and Factor VIII related antigen
P09425036A0649|45 53|Src family
P09425676A0000|46 48|S-R
P09426068A0826|76 84|TGF-alpha
P09426143A1358|203 215|RNA polymerase
P09426143A1358|62 65|KdgR
P09426143A1358|56 58|CRP
P09426183A0000|13 31|Rel/NF-kappaB family
P09426239A0386|3 11|cglIM gene
P09426595T0000|0 28|Lysine-ketoglutarate reductase
P09426595T0000|32 56|saccharopine dehydrogenase
P09426958A0110|51 55|CO-Ag
P09427544A0000|37 48|pectate lyase
P09427544A0000|50 58|EC 4.2.2.2
P09427627A0802|30 48|PDGF receptor protein
P09427627A0930|114 122|MAP kinase
P09427627T0000|33 44|PDGF receptor
P09427627T0000|23 29|insulin
P09427844A0739|81 90|dCK subunit
P09428787A0138|85 108|p69/71 2-5A synthetase gene
P09428799A0897|44 53|human genes
P09428799A0897|141 147|P450scc
P09430661A0796|75 79|EphB1
P09430661A0796|25 44|mutant EphB1 receptors
P09430661A0796|101 103|JNK
P09430668A0172a|14 28|HMG-CoA synthase
P09430668A0172a|98 103|SREBPs
P09430668A0172a|58 96|sterol regulatory element-binding proteins
P09434185A0902|17 25|SPP1 genes
P09435056A0128|27 37|pediocin AcH
P09435056A0128|202 204|MBP
P09435056A0128|163 200|secretory protein maltose-binding protein
P09435789A0961a|22 25|MEC3
P09435806T0001|79 83|CA125
P09436795A0350|0 7|Protein C
P09436795A0350|20 27|protein S
P09436989A1011|65 68|MOB1
P09437001A0769|27 31|Der3p
P09438427A0727|44 48|Hoxa1
P09438427A0727|106 140|Hoxa1 beta-galactosidase reporter gene
P09438427T0000|87 95|Hoxa1 gene
P09441664A0377|61 65|HNF-6
P09441664A0377|85 101|HNF-3 beta promoter
P09442024A0708|144 156|Jacalin lectin
P09442031A0586|93 133|C-terminal truncated TSHR ectodomain variants
P09442072A0716|161 174|murine fVII gene
P09442072A0716|7 12|DNase I
P09442080A0856|56 60|SHP-2
P09442080A0856|90 94|SHP-2
P09442080A0856|48 52|SHP-1
P09442172A0908|19 21|FSH
P09445056A0215|120 131|gp41 oligomer
P09445056A0215|83 85|BS3
P09445488A0230|23 38|USH1C disease gene
P09445488A1169|87 90|SUR1
P09446600A0260|24 41|beta-galactosidase
P09446616A0780|60 63|Jak1
P09446616A0780|16 20|Raf-1
P09447962A1027|145 153|rhis4 mRNA
P09447962A1027|46 49|XRN1
P09447962A1027|217 233|wild-type HIS4 mRNA
P09447963A0223|0 3|Sip1
P09447963A0223|79 86|SR family
P09447963A0223|54 57|SC35
P09447973A0168|143 156|MyrSos1-deltaC
P09447973A0168|63 67|mSos1
P09447973A0168|69 75|MyrSos1
P09447979A1430|72 102|guanine nucleotide exchange factor
P09447994A0000|161 165|c-fos
P09447994A0000|60 64|c-fos
P09451003A0894|60 76|sigma54 activators
P09451003A0894|37 39|CRP
P09451003A0894|140 147|Esigma54
P09451003A0894|5 21|Esigma54 promoters
P09451857T0001|72 85|creatine kinase
P09452421A1042|23 31|GST mSH2-B
P09452444A0000|0 12|Interleukin-6
P09452444A0000|14 17|IL-6
P09452444A0450|58 78|human IL-6 gene promoter
P09453537A0863|102 104|SP1
P09453689A0000|41 44|S4-5
P09453689A0000|82 85|S2-4
P09454735A1782|11 13|MEK
P09454735A1782|64 72|MAP kinase
P09455695A0762|40 42|AST
P09456312A1064|37 43|RanGAP1
P09461594A0000|136 155|phospholipase Cgamma2
P09461594A0000|157 166|PLC-gamma2
P09463380A1050|76 80|Smad1
P09464525T0000|31 55|recombinant single-chain Fv
P09466267A1192|32 34|IHF
P09466267A1192|5 15|himA mutants
P09466931T0000|87 104|ng-2 intermolt genes
P09467707T0000|83 85|A-I
P09467900A0701|3 15|CAPLC1 protein
P09467955A0468|97 100|PEA3
P09467955A0468|66 77|PEA3 promoter
P09467955A0468|45 60|PEA3 binding sites
P09468386A0594|0 4|Pet-1
P09468386A0594|27 49|PEA3 ETS DNA-binding motif
P09468509A0463|21 29|F2771 cDNA
P09468515A0621|137 140|SF-1
P09468515A0621|78 92|SF-1 binding site
P09469820A0151|43 50|YAP1 uORF
P09469820A0151|59 67|YAP2 uORF1
P09469933A1060|44 51|CLIP-170
P09469933A1060|78 83|Restin
P09473040A1303a|9 16|alcR gene
P09473040A1303b|9 16|alcR gene
P09473483A0953|74 82|Rev mutant
P09474001A0825|14 16|SPs
P09474648A0298|63 65|Paf
P09475378A1449|80 90|RUSH-1alpha
P09475724T0000|0 3|TOR2
P09477316A0140|81 96|Hox gene regulator
P09477316A0140|38 44|Hox gene
P09477316A0140|101 139|leucine zipper transcription factor MafB/Kr
P09478921A0126|18 24|bcr-abl
P09478971A1896|72 74|AhR
P09478971A1896|121 126|Cyp1B1
P09478976T0000|60 70|AP-1 element
P09478976T0000|97 123|metalloproteinase-1 promoter
P09479498A0000|18 37|human RING-finger gene
P09479498A0000|39 42|RNF4
P09480831A0272|96 101|AM gene
P09480831A0272|35 45|human AM gene
P09482902A0423|62 71|Pctr1 locus
P09482902A0942|130 142|cyclin D2/CDK4
P09482902A0942|345 354|Pctr1 locus
P09482902A0942|161 181|retinoblastoma protein
P09486531A0638|20 24|HFH-8
P09487130A0383|69 72|Cdc2
P09488441A0615|0 2|Sp1
P09488441A0615|132 149|P-selectin promoter
P09488441A0615|34 66|immunoglobulin kappa-chain enhancer
P09488441A0615|69 100|P-selectin promoter NF-kappaB sites
P09488441A0615|238 242|Bcl-3
P09488486A0000|3 24|TATA box-binding protein
P09488486A0000|26 28|TBP
P09488486A0000|75 105|eukaryotic nuclear RNA polymerases
P09488486A0906|116 120|Pol II
P09488486A0906|64 79|yeast U6 snRNA gene
P09488491A0000|0 2|E2F
P09488713A0886|35 40|Site-1
P09488725T0000|55 78|bovine vacuolar proton pump
P09489670A1157|13 16|HST6
P09489670A1157|253 268|Hst6p transporter
P09490676A0800|164 166|Myb
P09490676A0800|38 49|Ets-2 protein
P09495283A0000|56 90|human heat shock transcription factors 1
P09495283A0000|103 106|HSF2
P09495283A0000|96 99|HSF1
P09495771A0379|97 100|FtsK
P09498553A0702|141 149|CYP51 gene
P09498553T0000|34 57|sterol 14-demethylase P450
P09498553T0000|82 98|P450 monooxygenase
P09499048A1003|91 92|gK
P09501093A0071|72 74|Ras
P09501093A0071|15 41|mitogen activated protein (MAP
P09501982A1178|357 363|XNeuroD
P09502720T0000|102 110|CyIIa gene
P09503017A1021|25 34|human HYAL1
P09504423A0114|160 162|GST
P09504423A0114|281 294|alpha-thrombin
P09504423A0114|134 158|glutathione-S-transferase
P09504906A0099|128 132|Hap1p
P09506962A1000|101 103|YY1
P09506990T0000|0 15|Human ZFM1 protein
P09506990T0000|94 123|stage-specific activator protein
P09508511A0588|100 114|bacterial urease
P09508775A0293|60 89|mitogen-activated protein kinase
P09510189A0192|53 65|human CD58 gene
P09510925A0389|30 31|Hb
P09510925A0389|5 15|haemoglobin
P09511760A0221|160 168|cHO-1 gene
P09512416A0460|102 105|GCR1
P09512416A0460|29 41|dbEST database
P09512550T0000|0 35|E1A represses apolipoprotein AI enhancer
P09512559T0000|33 77|human nerve growth factor-luciferase reporter gene
P09513759A0716|50 53|iPTH
P09514156A1147|13 18|DNase I
P09514159A0562|54 57|Ptx1
P09514272A0482|100 102|P16
P09514272A0482|94 96|P15
P09514962A0841|0 3|M-66
P09514962A0841|65 68|EL-4
P09515031A1020|79 92|SRF binding site
P09515031A1020|24 32|TGF-betaf
P09515031A1020|66 68|PKC
P09515032A1230|19 25|p21 mRNA
P09515924A0104|31 40|PDH complex
P09515924A0553|3 26|PDH complex-encoding genes
P09516472A0292|87 97|Id4 promoter
P09517989A0476|64 66|CD4
P09519757A0482|134 137|SUR1
P09519828A0809|87 102|BPV-4 LCR promoter
P09519830A0282|250 268|thymidine kinase gene
P09519830A0282|187 230|chloramphenicol acetyltransferase reporter gene
P09521909A0081|0 18|APETALA3 transcripts
P09523478A0572|11 13|IgM
P09523551A0367|65 89|G protein-coupled receptors
P09524122A0336|21 24|GPA2
P09524122A0336|65 72|RAS genes
P09524222A0769|320 342|calmodulin binding domain
P09524222A0769|241 254|protein kinase C
P09524229A0000|197 201|lac-1
P09524250A0767|40 42|AP1
P09524259A0301|129 143|insulin receptor
P09524259A0301|3 18|hp55 gamma protein
P09524259A0301|70 98|kinase-negative mutant receptor
P09524267A1023|126 139|helicase motifs
P09524276A0939|0 11|LysR proteins
P09524276A0939|97 100|OxyR
P09524276A0939|27 61|regulate urease in Klebsiella aerogenes
P09525598A0325|15 23|Raf kinase
P09525598A0325|98 104|Raf (Raf
P09525891T0000|20 40|pbx homeodomain protein
P09525891T0000|12 16|meis1
P09525891T0000|91 94|CRS1
P09527921A1178|86 98|WDV Rep protein
P09528758T0000|0 4|Rex-1
P09528758T0000|89 93|Oct-6
P09528758T0000|133 137|Rox-1
P09528766A0915|27 33|ERK/RSK
P09528766A0915|95 105|CREB Ser-133
P09528766A0915|40 56|p38/MAPKAP kinase 2
P09528770A1379|3 42|RAS-cyclic AMP-dependent protein kinase cAPK
P09528770A1379|163 167|Msn4p
P09528770A1379|155 159|Msn2p
P09528792A0000|21 51|fibroblast growth factor receptor 2
P09528792A0000|53 58|FGF-R2
P09528950A0716|41 62|luciferase reporter gene
P09528987A1348|191 204|human T/EBP gene
P09529156A1238|44 59|PKC consensus site
P09531538A0983|69 83|dU2AF38 RS domain
P09531549A0658|115 128|yAP180 proteins
P09531549A0658|98 102|Pan1p
P09531549A0658|132 136|Pan1p
P09531549A0658|142 146|actin
P09531559A1153|132 135|ZO-2
P09531559A1153|39 62|recombinant 130-kD protein
P09531559A1153|84 87|ZO-1
P09533030T0000|13 26|human complex II
P09535082A0537|115 118|PrfA
P09535082A0537|158 161|PrfA
P09535833A0228|31 36|m-Staf
P09535833A0228|75 125|selenocysteine tRNA gene transcription activating factor
P09535833A0228|63 66|Staf
P09535835A0279|0 5|ROCK-I
P09535835A0279|7 14|Kinectin
P09535835A0279|60 64|Cdc42
P09535835A0279|53 56|RhoA
P09535892A0000|19 41|heterotrimeric G proteins
P09536028A0945|126 128|EGF
P09536440A0000|39 45|myosin V
P09537295A0951|71 101|reverse transcriptase-polymerase
P09537295T0000|84 113|rat androgen-binding protein gene
P09537361A0149|47 50|cvaA
P09537361A0149|111 133|colicin V immunity protein
P09537375A0198|3 20|gntR deletion mutant
P09537375A0198|105 108|GntR
P09537651A0366|13 16|PEA3
P09537651A0366|60 64|v-src
P09538156A0130|0 11|BRCA1 protein
P09538258A0200|48 50|Ras
P09539721A0599|54 66|RNA polymerase
P09539721A0599|88 97|pR promoter
P09539721A0599|24 27|DnaA
P09539746A0781|43 48|Apaf-1
P09539779A0621|142 145|All1
P09539779A0621|89 92|Arp1
P09540062A0755|47 67|Site II cognate proteins
P09541280A0404|85 93|plasma IgE
P09541280A0404|9 17|plasma IgE
P09544987A1583|57 60|NCoR
P09544991A0483|0 10|PRL receptor
P09544991A0483|24 28|SHP-2
P09544991A0483|31 58|cytosolic tyrosine phosphatase
P09544991A0750|220 227|m-Stat5a
P09544991A0750|27 31|SHP-2
P09544991A0750|110 117|m-Stat5a
P09544991A0750|119 126|m-Stat5b
P09545312A1197|38 48|HMG-I family
P09545323T0000|85 109|MLH1-PMS1 protein complexes
P09545332A0137|68 92|insulin receptor substrate 1
P09545332A0137|137 140|IL-4
P09545332A0137|94 97|IRS1
P09545353A1071|170 178|TNF-alpha
P09545353A1071|138 151|E-selectin gene
P09545638A0330a|30 56|yeast hnRNP methyltransferase
P09545638A0330a|58 61|HMT1
P09545638A0330b|30 56|yeast hnRNP methyltransferase
P09545638A0330b|58 61|HMT1
P09545638A0836|0 24|Recombinant HRMT1L2 protein
P09545638A1181|28 34|HRMT1L2
P09545638A1181|18 24|HRMT1L1
P09545638T0000|78 84|HRMT1L1
P09545638T0000|46 76|human arginine methyltransferases
P09545638T0000|88 94|HRMT1L2
P09546424A1550|60 70|Crk proteins
P09546424A1550|26 42|PDGF beta-receptor
P09547311A1394|91 119|E-cadherin extracellular domain
P09548481A0000|93 111|human IL-5Ralpha gene
P09551182A0212|173 192|retinoic acid receptor
P09551938A0318|79 94|CCR5 gene promoter
P09553040A0651|99 101|Ras
P09553040A0651|89 97|PLC-gamma
P09553040A0651|78 87|PI-3 kinase
P09553134A0596|55 89|tyrosine kinase inhibitors herbimycin A
P09553134A0596|93 95|PP1
P09553143A0729|24 29|SLP-76
P09556561A0671|34 38|Gar1p
P09556566A0174|26 28|VDR
P09556566A0174|9 24|vitamin D receptor
P09556566A0174|36 61|retinoic acid Xalpha receptor
P09556566A0174|63 70|RXRalpha
P09556573A1062|33 48|PPARalpha ligand 8
P09556573A1062|175 183|PPARalpha
P09556573A1062|112 120|PPARalpha
P09557678A0140|79 87|E2 protein
P09557682A0490|21 30|hGli2 alpha
P09560221A0282|41 51|CAK mutation
P09561560A0579|195 208|HIV1 Nef peptide
P09562558T0000|22 43|IRF-2 DNA-binding domain
P09564860A2315|128 130|GGH
P09564917A0900|17 34|alpha2-antiplasmin
P09565576T0000|18 45|eukaryotic DNA topoisomerase I.
P09565584A0770|26 29|KKKR
P09566871A0343|155 182|reverse transcriptase proteins
P09566871A0343|138 140|TyA
P09566871A0343|186 192|Ty1 cDNA
P09566871A0343|25 30|Ty1 RNA
P09566871A0343|142 150|integrase
P09566871T0000|52 85|mitogen-activated protein kinase Fus3
P09566876A0000|74 76|TBP
P09566876A0000|33 37|TFIIA
P09566876A0000|3 31|general transcription factor IIA
P09566876A0000|55 72|TATA binding protein
P09566918A1115|89 93|IRF-3
P09570952A0000|57 65|M-protein
P09571563A0000|74 76|PRK
P09572491A1044|68 70|p53
P09572491A1044|50 56|p53 gene
P09572511A0148|22 28|RBI-MAP
P09572965A1235|10 13|ORF5
P09573187T0000|35 56|LysR-type regulator CatR
P09573374A0687|148 155|IRF1 gene
P09573374A0687|113 124|human RIL gene
P09573378A0761|70 84|28S ribosomal RNA
P09575143A1189|17 22|ZAP-70
P09575143A1189|184 186|TCR
